theta	alpha1
0.00000000000000	0.0000130459605254517
1.00000000000000	1.00000000000000
2.00000000000000	2.00000000000000
3.00000000000000	3.00000000000000
4.00000000000000	4.00000000000000
5.00000000000000	5.00000000000000
6.00000000000000	6.00000000000000
7.00000000000000	7.00000000000000
8.00000000000000	8.00000000000000
9.00000000000000	9.00000000000000
10.0000000000000	10.0000000000000
11.0000000000000	11.0000000000000
12.0000000000000	12.0000000000000
13.0000000000000	13.0000000000000
14.0000000000000	14.0000000000000
15.0000000000000	15.0000000000000
16.0000000000000	16.0000000000000
17.0000000000000	17.0000000000000
18.0000000000000	18.0000000000000
19.0000000000000	19.0000000000000
20.0000000000000	20.0000000000000
21.0000000000000	21.0000000000000
22.0000000000000	22.0000000000000
23.0000000000000	23.0000000000000
24.0000000000000	24.0000000000000
25.0000000000000	25.0000000000000
26.0000000000000	26.0000000000000
27.0000000000000	27.0000000000000
28.0000000000000	28.0000000000000
29.0000000000000	29.0000000000000
30.0000000000000	30.0000000000000
31.0000000000000	31.0000000000000
32.0000000000000	32.0000000000000
33.0000000000000	33.0000000000000
34.0000000000000	34.0000000000000
35.0000000000000	35.0000000000000
36.0000000000000	36.0000000000000
37.0000000000000	37.0000000000000
38.0000000000000	38.0000000000000
39.0000000000000	39.0000000000000
40.0000000000000	40.0000000000000
41.0000000000000	41.0000000000000
42.0000000000000	42.0000000000000
43.0000000000000	43.0000000000000
44.0000000000000	44.0000000000000
45.0000000000000	45.0000000000000
46.0000000000000	46.0000000000000
47.0000000000000	47.0000000000000
48.0000000000000	48.0000000000000
49.0000000000000	49.0000000000000
50.0000000000000	50.0000000000000
51.0000000000000	51.0000000000000
52.0000000000000	52.0000000000000
53.0000000000000	53.0000000000000
54.0000000000000	54.0000000000000
55.0000000000000	55.0000000000000
56.0000000000000	56.0000000000000
57.0000000000000	57.0000000000000
58.0000000000000	58.0000000000000
59.0000000000000	59.0000000000000
60.0000000000000	60.0000000000000
61.0000000000000	61.0000000000000
62.0000000000000	62.0000000000000
63.0000000000000	63.0000000000000
64.0000000000000	64.0000000000000
65.0000000000000	65.0000000000000
66.0000000000000	66.0000000000000
67.0000000000000	67.0000000000000
68.0000000000000	68.0000000000000
69.0000000000000	69.0000000000000
70.0000000000000	70.0000000000000
71.0000000000000	71.0000000000000
72.0000000000000	72.0000000000000
73.0000000000000	73.0000000000000
74.0000000000000	74.0000000000000
75.0000000000000	75.0000000000000
76.0000000000000	76.0000000000000
77.0000000000000	77.0000000000000
78.0000000000000	78.0000000000000
79.0000000000000	79.0000000000000
80.0000000000000	80.0000000000000
81.0000000000000	81.0000000000000
82.0000000000000	82.0000000000000
83.0000000000000	83.0000000000000
84.0000000000000	84.0000000000000
85.0000000000000	85.0000000000000
86.0000000000000	86.0000000000000
87.0000000000000	87.0000000000000
88.0000000000000	88.0000000000000
89.0000000000000	89.0000000000000
90.0000000000000	90.0000000000000
91.0000000000000	91.0000000000000
92.0000000000000	92.0000000000000
93.0000000000000	93.0000000000000
94.0000000000000	94.0000000000000
95.0000000000000	95.0000000000000
96.0000000000000	96.0000000000000
97.0000000000000	97.0000000000000
98.0000000000000	98.0000000000000
99.0000000000000	99.0000000000000
100.000000000000	100.000000000000
101.000000000000	101.000000000000
102.000000000000	102.000000000000
103.000000000000	103.000000000000
104.000000000000	104.000000000000
105.000000000000	105.000000000000
106.000000000000	106.000000000000
107.000000000000	107.000000000000
108.000000000000	108.000000000000
109.000000000000	109.000000000000
110.000000000000	110.000000000000
111.000000000000	111.000000000000
112.000000000000	112.000000000000
113.000000000000	113.000000000000
114.000000000000	114.000000000000
115.000000000000	115.000000000000
116.000000000000	116.000000000000
117.000000000000	117.000000000000
118.000000000000	118.000000000000
119.000000000000	119.000000000000
120.000000000000	120.000000000000
121.000000000000	121.000000000000
122.000000000000	122.000000000000
123.000000000000	123.000000000000
124.000000000000	124.000000000000
125.000000000000	125.000000000000
126.000000000000	126.000000000000
127.000000000000	127.000000000000
128.000000000000	128.000000000000
129.000000000000	129.000000000000
130.000000000000	130.000000000000
131.000000000000	131.000000000000
132.000000000000	132.000000000000
133.000000000000	133.000000000000
134.000000000000	134.000000000000
135.000000000000	135.000000000000
136.000000000000	136.000000000000
137.000000000000	137.000000000000
138.000000000000	138.000000000000
139.000000000000	139.000000000000
140.000000000000	140.000000000000
141.000000000000	141.000000000000
142.000000000000	142.000000000000
143.000000000000	143.000000000000
144.000000000000	144.000000000000
145.000000000000	145.000000000000
146.000000000000	146.000000000000
147.000000000000	147.000000000000
148.000000000000	148.000000000000
149.000000000000	149.000000000000
150.000000000000	150.000000000000
151.000000000000	151.000000000000
152.000000000000	152.000000000000
153.000000000000	153.000000000000
154.000000000000	154.000000000000
155.000000000000	155.000000000000
156.000000000000	156.000000000000
157.000000000000	157.000000000000
158.000000000000	158.000000000000
159.000000000000	159.000000000000
160.000000000000	160.000000000000
161.000000000000	161.000000000000
162.000000000000	162.000000000000
163.000000000000	163.000000000000
164.000000000000	164.000000000000
165.000000000000	165.000000000000
166.000000000000	166.000000000000
167.000000000000	167.000000000000
168.000000000000	168.000000000000
169.000000000000	169.000000000000
170.000000000000	170.000000000000
171.000000000000	171.000000000000
172.000000000000	172.000000000000
173.000000000000	173.000000000000
174.000000000000	174.000000000000
175.000000000000	175.000000000000
176.000000000000	176.000000000000
177.000000000000	177.000000000000
178.000000000000	178.000000000000
179.000000000000	179.000000000000
180.000000000000	179.999988256403
181.000000000000	179.258471516610
182.000000000000	178.516892192314
183.000000000000	177.775211180436
184.000000000000	177.033377623663
185.000000000000	176.291340648431
186.000000000000	175.549049359506
187.000000000000	174.806452834655
188.000000000000	174.063500119259
189.000000000000	173.320140221084
190.000000000000	172.576322104930
191.000000000000	171.831994687474
192.000000000000	171.087106832067
193.000000000000	170.341607343635
194.000000000000	169.595444963637
195.000000000000	168.848568365085
196.000000000000	168.100926147648
197.000000000000	167.352466832838
198.000000000000	166.603138859285
199.000000000000	165.852890578118
200.000000000000	165.101670248438
201.000000000000	164.349426032918
202.000000000000	163.596105993502
203.000000000000	162.841658087258
204.000000000000	162.086030162348
205.000000000000	161.329169954140
206.000000000000	160.571025081495
207.000000000000	159.811543043183
208.000000000000	159.050671214494
209.000000000000	158.288356844019
210.000000000000	157.524547050623
211.000000000000	156.759188820610
212.000000000000	155.992229005109
213.000000000000	155.223614317668
214.000000000000	154.453291332090
215.000000000000	153.681206480502
216.000000000000	152.907306051687
217.000000000000	152.131536189670
218.000000000000	151.353842892596
219.000000000000	150.574172011894
220.000000000000	149.792469251738
221.000000000000	149.008680168842
222.000000000000	148.222750172577
223.000000000000	147.434624525433
224.000000000000	146.644248343857
225.000000000000	145.851566599458
226.000000000000	145.056524120606
227.000000000000	144.259065594446
228.000000000000	143.459135569343
229.000000000000	142.656678457762
230.000000000000	141.851638539622
231.000000000000	141.043959966121
232.000000000000	140.233586764079
233.000000000000	139.420462840778
234.000000000000	138.604531989368
235.000000000000	137.785737894811
236.000000000000	136.964024140428
237.000000000000	136.139334215031
238.000000000000	135.311611520701
239.000000000000	134.480799381195
240.000000000000	133.646841051044
241.000000000000	132.809679725329
242.000000000000	131.969258550194
243.000000000000	131.125520634085
244.000000000000	130.278409059777
245.000000000000	129.427866897181
246.000000000000	128.573837216981
247.000000000000	127.716263105108
248.000000000000	126.855087678101
249.000000000000	125.990254099350
250.000000000000	125.121705596283
251.000000000000	124.249385478494
252.000000000000	123.373237156857
253.000000000000	122.493204163649
254.000000000000	121.609230173712
255.000000000000	120.721259026669
256.000000000000	119.829234750236
257.000000000000	118.933101584658
258.000000000000	118.032804008280
259.000000000000	117.128286764291
260.000000000000	116.219494888673
261.000000000000	115.306373739365
262.000000000000	114.388869026674
263.000000000000	113.466926844971
264.000000000000	112.540493705664
265.000000000000	111.609516571506
266.000000000000	110.673942892230
267.000000000000	109.733720641551
268.000000000000	108.788798355544
269.000000000000	107.839125172410
270.000000000000	106.884650873665
271.000000000000	105.925325926738
272.000000000000	104.961101529013
273.000000000000	103.991929653311
274.000000000000	103.017763094820
275.000000000000	102.038555519479
276.000000000000	101.054261513821
277.000000000000	100.064836636256
278.000000000000	99.0702374698117
279.000000000000	98.0704216763025
280.000000000000	97.0653480519266
281.000000000000	96.0549765842656
282.000000000000	95.0392685106711
283.000000000000	94.0181863780078
284.000000000000	92.9916941037256
285.000000000000	91.9597570382218
286.000000000000	90.9223420284554
287.000000000000	89.8794174827630
288.000000000000	88.8309534368268
289.000000000000	87.7769216207351
290.000000000000	86.7172955270702
291.000000000000	85.6520504799516
292.000000000000	84.5811637049593
293.000000000000	83.5046143998487
294.000000000000	82.4223838059673
295.000000000000	81.3344552802747
296.000000000000	80.2408143678565
297.000000000000	79.1414488748198
298.000000000000	78.0363489414500
299.000000000000	76.9255071154959
300.000000000000	75.8089184254480
301.000000000000	74.6865804536663
302.000000000000	73.5584934092008
303.000000000000	72.4246602001514
304.000000000000	71.2850865053894
305.000000000000	70.1397808454745
306.000000000000	68.9887546525806
307.000000000000	67.8320223392395
308.000000000000	66.6696013657108
309.000000000000	65.5015123057676
310.000000000000	64.3277789107010
311.000000000000	63.1484281713166
312.000000000000	61.9634903777142
313.000000000000	60.7729991766201
314.000000000000	59.5769916260504
315.000000000000	58.3755082470703
316.000000000000	57.1685930724180
317.000000000000	55.9562936917627
318.000000000000	54.7386612933568
319.000000000000	53.5157507018506
320.000000000000	52.2876204120342
321.000000000000	51.0543326182762
322.000000000000	49.8159532394380
323.000000000000	48.5725519390268
324.000000000000	47.3242021403838
325.000000000000	46.0709810366860
326.000000000000	44.8129695955711
327.000000000000	43.5502525581753
328.000000000000	42.2829184324184
329.000000000000	41.0110594803616
330.000000000000	39.7347716994598
331.000000000000	38.4541547976005
332.000000000000	37.1693121617716
333.000000000000	35.8803508202598
334.000000000000	34.5873813982808
335.000000000000	33.2905180669733
336.000000000000	31.9898784856932
337.000000000000	30.6855837375844
338.000000000000	29.3777582584027
339.000000000000	28.0665297586066
340.000000000000	26.7520291387590
341.000000000000	25.4343903982784
342.000000000000	24.1137505376370
343.000000000000	22.7902494541018
344.000000000000	21.4640298311536
345.000000000000	20.1352370217328
346.000000000000	18.8040189254995
347.000000000000	17.4705258603098
348.000000000000	16.1349104281319
349.000000000000	14.7973273756522
350.000000000000	13.4579334498520
351.000000000000	12.1168872488409
352.000000000000	10.7743490682725
353.000000000000	9.43048074366865
354.000000000000	8.08544548901849
355.000000000000	6.73940773199304
356.000000000000	5.39253294621624
357.000000000000	4.04498748090749
358.000000000000	2.69693838841380
359.000000000000	1.34855324999545
